poem,all,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
"i never wanted any part of this.<br>it never happened, even though it too,<br>despite its absence, never was -- i miss,<br>without desire, even, this without,<br>the absence always present, never there.<br>without desire, even. never out,<br>without desire always in. i wear,<br>without desire always in, without,<br>without desire. i am never out.",-0.26422515511512756,-0.25449466705322266,-0.2457791268825531,-0.25797465443611145,-0.24895988404750824,-0.2682734727859497,-0.24681900441646576,-0.24964539706707,-0.2514374554157257,-0.26617926359176636,-0.26336902379989624
"we met , hand to hand ,<br>we clasped hands close and fast ,<br>as close as oak and ivy stand ;<br>but it is past :<br>come day , come night , day comes at last .",-0.26422548294067383,-0.254489541053772,-0.24574020504951477,-0.2579509913921356,-0.24891360104084015,-0.2682921588420868,-0.24680502712726593,-0.24963708221912384,-0.25142303109169006,-0.2661658227443695,-0.2633150517940521
"the golden- golden sun, is shining, shines,<br>divine, divine. and over there on none,<br>because the darkness covers them. the vines,<br>the flowers, are alive. and even though,<br>because the sunlight covers us. the sun,<br>the holy sun. because the sunlight' glow,<br>the glory shining over there on one,<br>because the sunlight over there is bright.<br>and over there on even, shining right.",-0.26422592997550964,-0.25451037287712097,-0.24577616155147552,-0.2579730749130249,-0.24896368384361267,-0.26828324794769287,-0.2468126267194748,-0.24964940547943115,-0.2514314651489258,-0.266179621219635,-0.2633747160434723
"his mother then did give jack some advice ,<br>to her son a thief , who was not o'er nice ;<br>says she — “ fight your way , jack , and stand the brunt ,<br>you 're of no use , my child , without the blunt ,[ 10 ]<br>foddy , loddy , high o . ”",-0.26422616839408875,-0.25448736548423767,-0.24577298760414124,-0.2579595148563385,-0.24894991517066956,-0.2682825028896332,-0.24680112302303314,-0.24963580071926117,-0.251435786485672,-0.26617786288261414,-0.2633689343929291
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of sight <br>this lily the hand of the poor man",-0.2642273008823395,-0.2545067369937897,-0.24578769505023956,-0.2579803466796875,-0.24896419048309326,-0.2683018147945404,-0.24682468175888062,-0.24966003000736237,-0.2514457106590271,-0.26618263125419617,-0.2633858919143677
"but night was as they waited on the day<br>she gave himself for him to know his word<br>and he given her— and his master's lord<br>the king, he told him, trembling with its play",-0.26422640681266785,-0.25449338555336,-0.24576932191848755,-0.25797125697135925,-0.24893364310264587,-0.26827165484428406,-0.24681149423122406,-0.24966834485530853,-0.25144052505493164,-0.26617926359176636,-0.26333194971084595
"how many a year , my asolo ,<br>since — one step just from sea to land —<br>i found you , loved yet feared you so —<br>for natural objects seemed to stand<br>palpably fire-clothed ! no —",-0.26422590017318726,-0.2545064687728882,-0.24575363099575043,-0.25795596837997437,-0.24894310534000397,-0.26830342411994934,-0.24682046473026276,-0.24965474009513855,-0.2514508366584778,-0.26618725061416626,-0.2633352279663086
"my darling child, to me; i have enjoyed,<br>myself enjoy the present pleasure. to,<br>myself, the future trouble, i shall void,<br>myself enjoy, and empty into air.<br>i am afraid, indeed, that you delight,<br>myself enjoy; you seem so lovely- faire,<br>without the shadow even, therefore- quite,<br>without the shadow, even, of regret.<br>indeed i cannot say enough in debt.",-0.2642250657081604,-0.2545051574707031,-0.24576862156391144,-0.2579557001590729,-0.24895834922790527,-0.2682756185531616,-0.24680496752262115,-0.24964363873004913,-0.2514386773109436,-0.2661651372909546,-0.26333534717559814
"so much of all my reason or the call<br>sure in my words with that you cannot tell<br>me rather to be more than me such and<br>and i, not shut to him, i understand",-0.26422613859176636,-0.2544906437397003,-0.24574938416481018,-0.2579660713672638,-0.24892987310886383,-0.26828116178512573,-0.24679836630821228,-0.24963846802711487,-0.25142911076545715,-0.26615554094314575,-0.26334044337272644
"( “ the wind ” was the cry of the rose , <br>and the sweet moon 's fire and the sun . <br>but the father 's word is a beggar 's hand , <br>and she has a",-0.2642253041267395,-0.25450268387794495,-0.24577423930168152,-0.25796353816986084,-0.24894824624061584,-0.2682853937149048,-0.24681884050369263,-0.24964818358421326,-0.2514480650424957,-0.26617008447647095,-0.26338520646095276
"the sun is a summer day , <br>the blue wind blows in the west , <br>and the wind and the white wind is loud , <br>“ oh , the world is bright !",-0.2642246186733246,-0.2544955909252167,-0.24575234949588776,-0.25795722007751465,-0.24893583357334137,-0.26828694343566895,-0.2467995285987854,-0.24964424967765808,-0.2514321208000183,-0.2661779522895813,-0.26334530115127563
"perhaps, or maybe i remember this,<br>and mrs coulter is the one i take.<br>i cannot follow her, except. i miss.<br>i miss the other mrs conway. she,<br>she is delightful to describe. she, she,<br>she dances. i, i, dancing is my free,<br>artistic pleasure; therefore dancing be,<br>forever mrs conway! mrs. moore!<br>the other mr coulter! i was sure.",-0.26422590017318726,-0.25449615716934204,-0.24577254056930542,-0.2579636871814728,-0.24895134568214417,-0.2682752013206482,-0.24680475890636444,-0.2496345192193985,-0.2514333128929138,-0.2661605477333069,-0.26336920261383057
"at summer 's splendour , yet with heart <br>and see it is a troubled at its door <br>they say , where glorious check , and pain array ’ d <br>of stones or fold .— they hold their bosom forth",-0.2642265260219574,-0.25449424982070923,-0.24576926231384277,-0.25795409083366394,-0.24894365668296814,-0.26830336451530457,-0.24679934978485107,-0.24965010583400726,-0.2514338195323944,-0.2661747336387634,-0.26336750388145447
"“ o lord god , by the red<br>sullen end of the year<br>that is here ,<br>we beseech thee to guide us and strengthen our<br>swords till his slayers be dead ! ”",-0.26422667503356934,-0.2545086145401001,-0.24576348066329956,-0.25796079635620117,-0.2489408701658249,-0.2682875394821167,-0.24681642651557922,-0.24964477121829987,-0.2514413595199585,-0.26618045568466187,-0.2633630037307739
"awaits me the least , my right , to me <br>why love i say , but count we that shouldst be <br>the part alone is satisfied with thee <br>here despise endless souls , and for in me",-0.2642262578010559,-0.2544875144958496,-0.2457662671804428,-0.2579660415649414,-0.24895071983337402,-0.2682802379131317,-0.24680423736572266,-0.249651238322258,-0.25143593549728394,-0.2661784291267395,-0.26334428787231445
"a night on earth!: her nether body rolled<br>pit feebly down, and tumbled by the flood<br>and on his altar, for his sons to gold<br>for to admit the ashes in a shroud",-0.2642257511615753,-0.2544909417629242,-0.24574553966522217,-0.2579449415206909,-0.2489306926727295,-0.268269419670105,-0.24680864810943604,-0.24963462352752686,-0.25142356753349304,-0.2661633789539337,-0.2633301019668579
and death my love ; and my heart none relieve <br>becomes a hope of each so queen a tune <br>little goddess tombs ; whose barren foes <br>that i dote from her eyes my eyes and shine,-0.2642267942428589,-0.25450366735458374,-0.24575576186180115,-0.25796571373939514,-0.24894481897354126,-0.2682868242263794,-0.24680110812187195,-0.24965497851371765,-0.25145453214645386,-0.26617205142974854,-0.2633623480796814
"if i could have a nest , <br>i get away to the place where i was born . <br>for we have very one , <br>but the blood of old . ”",-0.2642267346382141,-0.2544781565666199,-0.24576285481452942,-0.2579483985900879,-0.24894629418849945,-0.26829054951667786,-0.24682559072971344,-0.24964667856693268,-0.251448392868042,-0.2661711275577545,-0.26337528228759766
"a hundred thousand million bodies scaring, <br>some people asking questions like decoy ! <br>not even stopping others from pretending, <br>but heaven only cares what you annoy. <br><br>no need to laugh about these silly jokes ! <br>or being caught behind the same mistakes, <br>they really wanna label me a hoax ! <br>i never ever seen so many fakes.",-0.2642252743244171,-0.2545068860054016,-0.24575760960578918,-0.25794851779937744,-0.2489473521709442,-0.2682700753211975,-0.24682390689849854,-0.24965326488018036,-0.2514426112174988,-0.2661755084991455,-0.26336243748664856
"sink the grandeur , and demand the screen <br>by burns , a clime , warm the high crested art <br>, dell ’ honor , to his genius ’ heart <br>the brave swains filled the driving here",-0.264226496219635,-0.2544780373573303,-0.24576349556446075,-0.25795552134513855,-0.24893255531787872,-0.2682678699493408,-0.24681474268436432,-0.24964630603790283,-0.2514292597770691,-0.26615241169929504,-0.26336926221847534
"so , gallantly travel the king 's high way ,<br>with hearts unperturbed and with souls high and gay ,<br>there is many a road that is much more the mode ,<br>but none that so surely leads straight up to god ,<br>as the king 's high way .",-0.2642247676849365,-0.2544839680194855,-0.24576669931411743,-0.257948100566864,-0.2489626705646515,-0.2682783007621765,-0.24681693315505981,-0.24964764714241028,-0.2514345645904541,-0.2661677300930023,-0.26334822177886963
"we lie a lake , above the battle ground <br>the sunshine o'er the forest of the night <br>a lonely sound at the long murdered note 'd <br>a single wove a purple flashes bow 'd",-0.2642267048358917,-0.2544988989830017,-0.24577710032463074,-0.25798097252845764,-0.24896112084388733,-0.26828667521476746,-0.24681945145130157,-0.24965789914131165,-0.25144073367118835,-0.2661615014076233,-0.2633606493473053
"and in the punk-wood everywhere<br>the inserts ticked , or bored below<br>the rotted bark ; and , glow on glow ,<br>the gleaming fireflies here and there<br>lit up their jack-o ’ - lantern show .",-0.26422590017318726,-0.2544798254966736,-0.2457534819841385,-0.2579430043697357,-0.24892869591712952,-0.26826873421669006,-0.24680331349372864,-0.2496301531791687,-0.2514374852180481,-0.2661643624305725,-0.26335781812667847
"how sweet and sweet the morning star , <br>when the sun is coming , and the air <br>with garden and the air is blind and vain , <br>and the spring that breaks the rose ,",-0.26422491669654846,-0.25448399782180786,-0.2457500398159027,-0.2579536736011505,-0.24893757700920105,-0.2682811915874481,-0.2468080222606659,-0.24965634942054749,-0.25143101811408997,-0.26616644859313965,-0.26335346698760986
"yet, rich in honour all of men was kind<br>for when at last she held with his command<br>and peer a patron of the gods to stand<br>and thus the husband pass'd him to his mind",-0.2642260491847992,-0.25448301434516907,-0.24576860666275024,-0.2579704821109772,-0.24894240498542786,-0.26827800273895264,-0.24683192372322083,-0.24965894222259521,-0.2514425814151764,-0.26616573333740234,-0.2633558511734009
"because it happened only rarely: one,<br>sometimes, among the many others) so,<br>between her husband, brother ( also none,<br>because they were in europe, also, too,<br>because the brothers were important men,<br>because the husband was himself an- drew,<br>and also also, also other when,<br>among her sisters, also married, she,<br>between herself, herself, another. three.",-0.2642258107662201,-0.2545029819011688,-0.24576158821582794,-0.2579720914363861,-0.24896042048931122,-0.268291175365448,-0.2468263953924179,-0.24965769052505493,-0.2514280378818512,-0.26615312695503235,-0.2633480429649353
"the trumpet of god , obeyed on high ,<br>his signal to open the granary<br>and send forth his heavily loaded wains<br>rambling and roaring down the sky<br>and scattering the blessed , long-harvested rains .",-0.26422467827796936,-0.2544825077056885,-0.24574846029281616,-0.2579362094402313,-0.2489246279001236,-0.2682638466358185,-0.24680425226688385,-0.24964912235736847,-0.25141897797584534,-0.26616770029067993,-0.2633170783519745
"the virgin mary sits with patrick ness, <br>and on an early marriage ceremony, <br>my life revolves around her wedding dress ! <br>i know this world is only matrimony. <br><br>i wonder whether loving seated woman, <br>or having any other wedding gowns ! <br>or never ever wear another turban ! <br>her kisses dancing under velvet crowns.",-0.26422569155693054,-0.25449204444885254,-0.2457607537508011,-0.2579478621482849,-0.24894961714744568,-0.2682846784591675,-0.24681098759174347,-0.24963274598121643,-0.25143861770629883,-0.266166627407074,-0.26333922147750854
"but some suppose that the trouble arose<br>with a certain corporal sanders ,<br>who sought to abuse the wooden shoes<br>that the natives wore in flanders .<br>saying : “ ————! ”",-0.26422590017318726,-0.2544615864753723,-0.24571947753429413,-0.25793761014938354,-0.2489284723997116,-0.26828059554100037,-0.24679602682590485,-0.24964384734630585,-0.2514369487762451,-0.2661879062652588,-0.26337912678718567
"the moon has brought the sky , <br>and it is the creature of the sun ; <br>her eyes were dark and clear , <br>and she knew the best ,",-0.2642262876033783,-0.2544929087162018,-0.24574190378189087,-0.2579347491264343,-0.24892601370811462,-0.2682815492153168,-0.24680696427822113,-0.24963244795799255,-0.2514357566833496,-0.2661524713039398,-0.2633189857006073
"and dreaming, dreaming. it is very sad,<br>and very silly; very touching( keep,<br>beloved; whatever happens to you add,<br>i love you very much; and always add,<br>i always love you very well, and oh,<br>and oh again, and oh, until i had,<br>perhaps myself become as sad as so,<br>and so on for about an hundred times,<br>but, oh again, and on forever crimes.",-0.2642257511615753,-0.2545052766799927,-0.2457701414823532,-0.2579704523086548,-0.24895930290222168,-0.2682951092720032,-0.24680115282535553,-0.24964448809623718,-0.2514486312866211,-0.2661797106266022,-0.26337793469429016
"the castle of our desire vultures we should not thought <br>we saw the anted quarry and lone pen <br>a stranger from the castle of its shade <br>who in a lone gull ; and would a swooner cry <br>quirinus was muthed, and what it did contain",-0.26422613859176636,-0.25450262427330017,-0.24577325582504272,-0.25796523690223694,-0.24895641207695007,-0.2682885527610779,-0.24680650234222412,-0.24963435530662537,-0.25145238637924194,-0.2661658823490143,-0.26336610317230225
i 'll sound yet one more call .<br>they say these courts will spoil a forester .<br>it may be he has missed the way . i 'd give<br>my sword-hand just to hear his jolly bugle<br>answer me .,-0.2642250955104828,-0.25449338555336,-0.24576424062252045,-0.257954478263855,-0.24893321096897125,-0.26825442910194397,-0.24679355323314667,-0.24963408708572388,-0.25142982602119446,-0.2661544680595398,-0.2633717656135559
"in rigorous hours , when down the iron lane<br>the redbreast looks in vain<br>for hips and haws ,<br>lo , shining flowers upon my window-pane<br>the silver pencil of the winter draws .",-0.26422494649887085,-0.25449633598327637,-0.24574707448482513,-0.2579537332057953,-0.24893255531787872,-0.26826223731040955,-0.24679285287857056,-0.24964386224746704,-0.2514285147190094,-0.26615768671035767,-0.26334160566329956
"or travel after motorola inc. <br>to catch an early morning silver screen. <br>each day another tiny little sync, <br>has risen from an angry fax machine. <br><br>a billion tons of heavy metal stocks, <br>are slowly turning under fax machines ! <br>a world surrounded by precision clocks ! <br>can see a hundred thousand movie screens.",-0.2642257809638977,-0.25449874997138977,-0.24575762450695038,-0.2579675614833832,-0.24895954132080078,-0.2683107852935791,-0.24685809016227722,-0.24964529275894165,-0.2514370381832123,-0.2661825716495514,-0.26336926221847534
"on every monarch of that mighty heart<br>his own creator's citadel did call<br>and sought to this a world, the woman's part<br>is she, and blessed is the soul of all",-0.26422587037086487,-0.2544911503791809,-0.24578352272510529,-0.257975697517395,-0.24894560873508453,-0.26827725768089294,-0.24681566655635834,-0.2496608942747116,-0.25144875049591064,-0.2661834955215454,-0.26335909962654114
"or ever even test facility ! <br>he gotta million plastic coffee makers, <br>to add another drug delivery, <br>for fifty hundred catastrophic failures. <br><br>with iron power only muscle strains ! <br>we know this dirty little pressure vessel, <br>is lying under broken window panes ! <br>an empty belly full of molten metal.",-0.2642248272895813,-0.25448575615882874,-0.24575583636760712,-0.2579643130302429,-0.2489364743232727,-0.2682703137397766,-0.24678067862987518,-0.24962463974952698,-0.2514297068119049,-0.26617759466171265,-0.2633480131626129
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of boughs <br>reach past the steps and at the door's gate give <br>the malice of his foes, and the light",-0.2642265558242798,-0.254495769739151,-0.24577805399894714,-0.2579649090766907,-0.24896511435508728,-0.26829904317855835,-0.24680784344673157,-0.24963942170143127,-0.2514415681362152,-0.2661871612071991,-0.2633621096611023
"the castle of our desire vultures we must be <br>said he, the stirring breezes of the world <br>he shades it sinks, and drowsy the hevens <br>the castle's dark and narrow grate we should not flee <br>the heat washes, but in the blaze",-0.26422667503356934,-0.254494309425354,-0.24576841294765472,-0.25796735286712646,-0.2489628791809082,-0.2682996988296509,-0.2468065619468689,-0.2496420443058014,-0.25144320726394653,-0.26617997884750366,-0.26338234543800354
"ah , would swift ships had never been , for then we ne'er had found ,<br>these harsh ægean rocks between , this little virgin drowned ,<br>whom neither spouse nor child shall mourn , but men she nursed<br>through pain<br>and — certain keels for whose return the heathen look in vain .",-0.26422619819641113,-0.25449952483177185,-0.24576985836029053,-0.25796324014663696,-0.24896031618118286,-0.26829323172569275,-0.246807262301445,-0.24964302778244019,-0.25144100189208984,-0.2661759853363037,-0.2633572816848755
"the clocks are chiming in my heart<br>their cobweb chime ;<br>old murmurings of days that die ,<br>the sob of things a-drifting by .<br>the clocks are chiming in my heart !",-0.2642252445220947,-0.254482626914978,-0.2457457333803177,-0.2579338252544403,-0.24891194701194763,-0.2682660222053528,-0.2467995136976242,-0.24963511526584625,-0.2514244019985199,-0.2661643624305725,-0.2633329927921295
"i for instance might groan as a bag-pipe groans ,<br>give the flesh of my heart for sharp sorrows to flagellate ,<br>grief might grind my cheeks down , age make sticks of my bones ,<br>( though a queen drowned in tears must be worth more than madge elate )[ 1 ]<br>rose might turn burdock , and pine-apples cones ;",-0.2642262279987335,-0.25450533628463745,-0.24575717747211456,-0.25794586539268494,-0.24893680214881897,-0.26827874779701233,-0.24679209291934967,-0.2496277242898941,-0.25143155455589294,-0.2661636769771576,-0.26333361864089966
"so began thy chains of am tired warm ,<br>and all my future<br>as things were known ; but then like the dreams that die alone ;<br>shall you not thy watched , but with me , i shall bright<br>of sunk 's heavenly charms !",-0.2642251253128052,-0.25448477268218994,-0.24576789140701294,-0.25794821977615356,-0.24894145131111145,-0.2682918608188629,-0.24679884314537048,-0.24964070320129395,-0.2514258623123169,-0.2661517560482025,-0.2633519470691681
"but he that worships the gates alone ,<br>forgetting the shrine beyond , shall see<br>the great valves open suddenly ,<br>revealing , not god 's radiant throne ,<br>but the fires of wrath and agony .",-0.2642255425453186,-0.25447091460227966,-0.24576231837272644,-0.25794386863708496,-0.24892635643482208,-0.2682950496673584,-0.24680322408676147,-0.2496538609266281,-0.25142690539360046,-0.26618248224258423,-0.26334893703460693
"alas! are many. they are many. they,<br>indeed! they come so thick and fast. they may,<br>alas, alas, indeed, consume our prey.<br>they are afraid of many dreadful sights.<br>they are, alas, afraid to eat the fruit.<br>they cannot climb upon it, cannot bites.<br>they cannot branches grow upon it root,<br>alas! they never swallow apples, though,<br>indeed they hunger very hungry oh.",-0.2642256021499634,-0.2545118033885956,-0.24578632414340973,-0.25798678398132324,-0.24898318946361542,-0.2682860791683197,-0.24680909514427185,-0.24966351687908173,-0.25145378708839417,-0.266174852848053,-0.26339074969291687
"‘ selfish father of men !<br>cruel , jealous , selfish fear !<br>can delight ,<br>chained in night ,<br>the virgins of youth and morning bear .",-0.26422756910324097,-0.25451165437698364,-0.24577826261520386,-0.25796055793762207,-0.2489272952079773,-0.2683226764202118,-0.2468312829732895,-0.24964262545108795,-0.25144296884536743,-0.2661895751953125,-0.26334142684936523
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of splendid <br>who pass 'd to the poor and their slaves, in the blaze <br>and he the tables blaze in all their hands",-0.26422715187072754,-0.2545008361339569,-0.24576988816261292,-0.25797292590141296,-0.2489672303199768,-0.2682936191558838,-0.24681568145751953,-0.24964049458503723,-0.25143855810165405,-0.266181081533432,-0.26336702704429626
"all is there , the wind is in the west . <br>the dear little infant little have i heard the song . <br>you may see , with a quiet , <br>your face is full of tears ,",-0.2642253637313843,-0.2545020282268524,-0.24577517807483673,-0.2579711079597473,-0.24895161390304565,-0.26828527450561523,-0.24681849777698517,-0.2496592104434967,-0.2514370083808899,-0.2661558985710144,-0.263357013463974
"her tiny satin velvet leather spray. <br>she wore an orange coffee table cleaning, <br>with little iron boxes thrown away, <br>this city there is only central heating. <br><br>so many people wearing dirty sneakers ! <br>are you too busy eating garbage cans, <br>or going under solar water heaters ! <br>my stomach fueled by electric pans.",-0.2642240524291992,-0.2544962167739868,-0.24574752151966095,-0.2579461932182312,-0.24893048405647278,-0.2682914733886719,-0.2467995136976242,-0.2496396005153656,-0.25140926241874695,-0.26618579030036926,-0.26334646344184875
"with mighty numbers , won from own thy weeds <br>mirror the strong ghastly of this day <br>cloven in the northern hopes of night <br>if heavenly storms beyond all old at last",-0.2642267048358917,-0.2544887065887451,-0.24575479328632355,-0.2579896152019501,-0.2489575296640396,-0.2682960033416748,-0.24682381749153137,-0.24967068433761597,-0.25144410133361816,-0.2661716938018799,-0.2633633613586426
"when the cock crew ! <br>there 's voices in the sky , <br>and the singing of the sky , <br>and the world is still ,",-0.26422664523124695,-0.25446829199790955,-0.24575175344944,-0.2579261362552643,-0.24894402921199799,-0.2682737112045288,-0.24680954217910767,-0.24964964389801025,-0.251438170671463,-0.2661547064781189,-0.2633858025074005
"remote , although i hear the beggar 's cough ,<br>see the woman 's twinkling fingers tend him a<br>coin ,<br>i sit absolved , assured i am better off<br>beyond a world i never want to join .",-0.264225572347641,-0.2545149326324463,-0.24578507244586945,-0.2579798996448517,-0.248952254652977,-0.26829618215560913,-0.24680835008621216,-0.24964895844459534,-0.2514451742172241,-0.2661804258823395,-0.26334983110427856
"faithful to show one star and message free <br>then kiss a feud , with her still many a space <br>o poor and brave ! to whom the palm invite <br>with the unhappy dearest of foregone song",-0.2642264664173126,-0.2544945478439331,-0.24577414989471436,-0.2579745948314667,-0.24896351993083954,-0.2682899832725525,-0.2468240112066269,-0.2496647834777832,-0.2514432668685913,-0.26616179943084717,-0.2633756995201111
"and such a brightness in his eye<br>as if the ocean and the sky<br>within him had lit up and nurst<br>a soul god gave him not at first ,<br>to comprehend their majesty .",-0.26422470808029175,-0.2544741928577423,-0.24575859308242798,-0.2579503357410431,-0.24893447756767273,-0.2682633399963379,-0.24681411683559418,-0.24965502321720123,-0.25142568349838257,-0.2661612331867218,-0.26333725452423096
"the world was in its day of peril dark and glorious <br>wontian, and althatmed, and a brood of shade <br>but when the sun rose up in the oaks did rise <br>and down the shaking clouds to mark him still <br>“ let the day be time enough to",-0.2642262279987335,-0.25450441241264343,-0.24577295780181885,-0.2579694390296936,-0.24897152185440063,-0.2682945132255554,-0.24681368470191956,-0.24965697526931763,-0.25144344568252563,-0.2661733329296112,-0.26337963342666626
"music , soft throbbing music in the night ,<br>her memory swims<br>into the brain , a carol of delight ;<br>the cup of music overbrims<br>with wine of memory , in the night .",-0.26422542333602905,-0.25449520349502563,-0.2457692176103592,-0.2579619884490967,-0.24895209074020386,-0.2682892084121704,-0.24680979549884796,-0.24965424835681915,-0.2514394521713257,-0.26617756485939026,-0.26334962248802185
"show my love to my things to bring them most <br>while the flat example and the lies <br>finds now ever at last be left before <br>nor , vow , christians yours , their radiant in mail",-0.2642263174057007,-0.2544858753681183,-0.24576298892498016,-0.2579793632030487,-0.24895469844341278,-0.2682802677154541,-0.24682092666625977,-0.24966950714588165,-0.2514525055885315,-0.26616328954696655,-0.26337531208992004
"all day apart forever will proudly lightly .<br>as you are some now , they come with us<br>and memory our heritage ,<br>we are really regret in the whole ;<br>our friend queen 's land ;<br>and — they agree with",-0.2642253637313843,-0.2545050382614136,-0.24578605592250824,-0.2579726278781891,-0.24896308779716492,-0.26827743649482727,-0.2468234896659851,-0.249664306640625,-0.25144681334495544,-0.2661803066730499,-0.26335370540618896
"i 've taken my duty , and i will not , <br>nor while i dare , i will go , <br>and the red rose falls on the hill ; <br>the trees are white , and the flowers",-0.26422590017318726,-0.2544947862625122,-0.24575254321098328,-0.25796085596084595,-0.24892328679561615,-0.2682856023311615,-0.24680456519126892,-0.24963915348052979,-0.2514351010322571,-0.26615846157073975,-0.26334771513938904
"to sink full sweet beneath the sod <br>that turn 'd the root . ” his meekness only turn 'd <br>the thought of life — the setting would procure <br>why , mix with spoils , who lords so , always rolls",-0.2642258405685425,-0.2545093595981598,-0.2457851618528366,-0.25796452164649963,-0.2489786446094513,-0.26828980445861816,-0.24682052433490753,-0.24964264035224915,-0.25143784284591675,-0.26614615321159363,-0.26336196064949036
"a delicate thing is our bird withal<br>and owns but a fickle appetite ,<br>so that old and young take a keen delight<br>in serving it ever , day and night ,<br>with the last gay heart now turned to gall .",-0.2642253041267395,-0.25447991490364075,-0.24576574563980103,-0.25795063376426697,-0.24893976747989655,-0.2682799696922302,-0.2467939555644989,-0.24964548647403717,-0.2514323890209198,-0.2661757171154022,-0.2633518576622009
"if he left his way of christmas ,<br>the youthful of come thirty , ere beg<br>come , come , neither , all 's love , to love ,<br>we take out of the gods of my cave ,<br>the calls that no tombs were read !<br>down , my brothers get !",-0.2642265558242798,-0.25449129939079285,-0.24575988948345184,-0.25796589255332947,-0.24895459413528442,-0.26830193400382996,-0.24682193994522095,-0.24964334070682526,-0.25143685936927795,-0.2661830484867096,-0.26337292790412903
"last , i have known thee , my brave<br>noble thinker , lover , doer !<br>the best knowledge last i have .<br>but thou comest as the thrower<br>of fresh flowers upon a grave .",-0.26422619819641113,-0.25450077652931213,-0.245769664645195,-0.2579636573791504,-0.24895837903022766,-0.2682722806930542,-0.24681459367275238,-0.2496512085199356,-0.25144118070602417,-0.2661786675453186,-0.26336368918418884
"“ from the creed of the everlasting dancing<br>crosses thy name .<br>[ . [ henceforth thou thou not ?<br>thou , my old hope , long should however hear<br>your shades from my eye and rebates as wine it steals purple away ,<br>till the wives of a garden that hath gleamed we",-0.26422688364982605,-0.2545173168182373,-0.24577437341213226,-0.2579699456691742,-0.24897170066833496,-0.26830416917800903,-0.24680587649345398,-0.2496422976255417,-0.2514572739601135,-0.2661823332309723,-0.2633511424064636
"shake me a use , i know upon either asked ;<br>for he said , “ so late , ” my song , ” has cried — “ and dread for the favourite delights ,<br>the roses of still they 've a wife .<br>she bared like strife backward and",-0.26422640681266785,-0.25450244545936584,-0.24577224254608154,-0.25797945261001587,-0.248968243598938,-0.26829129457473755,-0.24680638313293457,-0.24965371191501617,-0.2514517605304718,-0.26618054509162903,-0.2633495032787323
"the castle of our desire vultures we should defend <br>and dark and silent meant we should dare to pass <br>the verdrespect of the holy grail white <br>the heat washes on the water, and the snow was white <br>her sorrow was the husk of the lipped bowl",-0.26422637701034546,-0.25450220704078674,-0.24578237533569336,-0.25797587633132935,-0.2489563524723053,-0.268290638923645,-0.2468215823173523,-0.24965080618858337,-0.25144290924072266,-0.26618194580078125,-0.2633507549762726
"but if they guard the hail of a mighty tongue ,<br>or cease thy rolling , but now all the drama thing<br>quaff her voice like watch to say ;<br>“ the happiest creature man , what dull ?<br>shall blaze their bloom ,",-0.26422592997550964,-0.2544940412044525,-0.24576909840106964,-0.25796374678611755,-0.24896077811717987,-0.26827970147132874,-0.24681194126605988,-0.24965988099575043,-0.2514405846595764,-0.2661696970462799,-0.26337873935699463
"of all the future , trample my bound <br>then patient my eyes ’ parent off this wall <br>as oft we wander through the ruined ranks <br>like , there the dubious move in power of fortune",-0.2642265558242798,-0.25449904799461365,-0.24576003849506378,-0.25796058773994446,-0.24894824624061584,-0.26828733086586,-0.2468230277299881,-0.24965117871761322,-0.2514418959617615,-0.26617053151130676,-0.26336348056793213
"nay, he is writ, of what the name must fight<br>for he had got his honey on my brow<br>and felt the husband which it never knew<br>and when my heart was always at his might",-0.2642262876033783,-0.2544829845428467,-0.24576130509376526,-0.2579614222049713,-0.2489420473575592,-0.2682902216911316,-0.24681775271892548,-0.2496483325958252,-0.2514302730560303,-0.2661791145801544,-0.26336026191711426
"here in a thousand hills , <br>and this is the thing of the year . <br>for the first time , on the deep . <br>yet in my heart , what is it i can see ;",-0.2642259895801544,-0.25448790192604065,-0.24575378000736237,-0.2579672038555145,-0.2489425390958786,-0.26828232407569885,-0.2467976212501526,-0.24964885413646698,-0.25144633650779724,-0.2661679685115814,-0.2633560001850128
"the world was in its day of peril dark and bright <br>wont to believe the dot of fond love, with sapphire <br>from whence the woman's shafts for joy or thee <br>thou wast in love with her locks of doom <br>o! if the grim world were w",-0.26422634720802307,-0.2545009255409241,-0.24576982855796814,-0.2579755485057831,-0.24896731972694397,-0.2683026194572449,-0.2468101531267166,-0.24966013431549072,-0.2514442801475525,-0.2661818265914917,-0.26337161660194397
"some strange story i have read<br>of a man without a soul .<br>mind he had , though soul had fled ;<br>magic gave him gifts instead ,<br>and the form of youth he stole .",-0.2642272114753723,-0.25448933243751526,-0.24576477706432343,-0.2579469680786133,-0.24892884492874146,-0.26829925179481506,-0.24681037664413452,-0.24964872002601624,-0.25143760442733765,-0.26617172360420227,-0.2633644938468933
